6.381248283900856677e+01 -8.960956943546241860e+01 1.000000000000000000e+00
6.679430896173839471e+01 -7.637723074297193193e+01 1.000000000000000000e+00
9.918950693185983880e+01 -2.153117884427904016e+01 1.000000000000000000e+00
5.936307432803599227e+01 -9.341947356215551679e+01 1.000000000000000000e+00
-1.683847810388164490e+01 -1.112920678538174712e+02 1.000000000000000000e+00
-5.122494768918457453e+00 1.129716127199438915e+02 1.000000000000000000e+00
9.558975400369504882e+01 4.890076137766943276e+01 1.000000000000000000e+00
-9.936710052120810133e+01 -3.605443711872897694e+01 1.000000000000000000e+00
4.847776598096275080e+01 -9.906389501412451182e+01 1.000000000000000000e+00
-8.420151035494178871e+01 -5.485562103162499170e+01 1.000000000000000000e+00
5.763468602360290305e+01 9.957989582972739129e+01 1.000000000000000000e+00
-1.129900172925443655e+02 2.187749817153567022e+01 1.000000000000000000e+00
8.563741826611732222e+01 6.652170538484648432e+01 1.000000000000000000e+00
1.070838400679076017e+02 -2.465758754890398308e+01 1.000000000000000000e+00
-9.203664269426747069e+01 5.634716566167723784e+01 1.000000000000000000e+00
-5.617654011975615447e+01 -9.536014959603046748e+01 1.000000000000000000e+00
-1.095232577329039287e+02 -3.371226415062530180e+01 1.000000000000000000e+00
-1.055026506780230307e+02 1.651263364838178305e+01 1.000000000000000000e+00
7.865437118974669772e+01 7.376220891969374804e+01 1.000000000000000000e+00
1.133505801962965798e+01 -1.192804445227690309e+02 1.000000000000000000e+00
-1.116039042819396059e+02 4.406380006029581153e+01 1.000000000000000000e+00
9.360065836306679543e+00 1.182492537392116390e+02 1.000000000000000000e+00
8.902423853801730047e+01 -7.922831622371052163e+01 1.000000000000000000e+00
4.665387684362506349e+01 9.177251035738375151e+01 1.000000000000000000e+00
1.003055314289299531e+02 3.008383020594047608e+01 1.000000000000000000e+00
8.364115588982448912e+01 7.246210632851611422e+01 1.000000000000000000e+00
-9.953040350025294458e+01 3.856850465734954980e+01 1.000000000000000000e+00
-9.100620309649575290e+01 4.930193872910240316e+01 1.000000000000000000e+00
-1.133095171315662242e+02 3.155397002023036634e+01 1.000000000000000000e+00
-8.377980329908990598e+01 7.279522270715258969e+01 1.000000000000000000e+00
-1.137124001358597241e+02 -3.374920149315040874e+01 1.000000000000000000e+00
8.478418770690491613e+01 8.088634999036558781e+01 1.000000000000000000e+00
1.088638336997739771e+02 1.499807006209353766e+01 1.000000000000000000e+00
4.937279799107377443e+01 9.950684610684599818e+01 1.000000000000000000e+00
1.032599374420566392e+02 4.888083082578542360e+01 1.000000000000000000e+00
7.746817722860328104e+01 -7.943493693831148050e+01 1.000000000000000000e+00
1.031561318164097827e+02 -6.050395042147606972e+01 1.000000000000000000e+00
6.989203843276381178e+01 -8.592593893716488651e+01 1.000000000000000000e+00
-3.132523996211008921e+01 -1.048678384284621785e+02 1.000000000000000000e+00
1.071950361424556633e+02 1.770588288610979433e+01 1.000000000000000000e+00
-1.049028656857007746e+02 3.227073813371040245e+01 1.000000000000000000e+00
-1.171388484723982515e+01 1.163094096131009962e+02 1.000000000000000000e+00
-7.110069414693730039e+01 -7.087537773251196427e+01 1.000000000000000000e+00
1.447949735224125689e+01 -1.056657936567552127e+02 1.000000000000000000e+00
1.242772558514502279e+01 -1.029985283652005279e+02 1.000000000000000000e+00
-1.160018499135318990e+02 1.124231412481199754e+01 1.000000000000000000e+00
-4.829047842367454990e+01 1.089340863079568749e+02 1.000000000000000000e+00
8.722481480888428962e+01 7.937163563513368558e+01 1.000000000000000000e+00
-2.021025075386262060e+01 -1.138614079500780889e+02 1.000000000000000000e+00
-9.906147551145696184e+01 -3.871450561559302628e+01 1.000000000000000000e+00
-8.538462948057249946e+01 6.424044044009092147e+01 1.000000000000000000e+00
1.045814203927757546e+02 -5.004534008622977836e+01 1.000000000000000000e+00
-8.528229692001795570e+01 7.224093346106397462e+01 1.000000000000000000e+00
-1.101087297961323657e+02 -2.349478254119249598e+01 1.000000000000000000e+00
-6.733562873584676822e+01 -8.791400736569707419e+01 1.000000000000000000e+00
6.760422719818048165e+01 -7.429879258666159103e+01 1.000000000000000000e+00
-8.927882917568908283e+01 5.329972565775085513e+01 1.000000000000000000e+00
7.714063666227792737e+01 -7.532965022824629386e+01 1.000000000000000000e+00
-9.930471629921835586e+01 -4.102696228834255265e+01 1.000000000000000000e+00
1.124830844735462847e+02 -1.557134152357962442e+01 1.000000000000000000e+00
-8.259089154650398612e+00 1.185303083122761052e+02 1.000000000000000000e+00
7.805461487360740591e+01 8.895453604649841850e+01 1.000000000000000000e+00
-7.827468049515164239e+01 -7.345574889530931273e+01 1.000000000000000000e+00
8.258105096739105022e+01 -5.694095167162150517e+01 1.000000000000000000e+00
5.327867665256842145e+01 -8.463773952239151299e+01 1.000000000000000000e+00
2.080112646446286906e+00 -1.042824001278309254e+02 1.000000000000000000e+00
1.035868832381806186e+02 2.800155208059591505e+00 1.000000000000000000e+00
-8.773756429988448247e+01 7.266497458065005333e+01 1.000000000000000000e+00
-1.102749927990217174e+02 9.299900803190070064e+00 1.000000000000000000e+00
-8.915994271991037579e+01 -7.248806513751449643e+01 1.000000000000000000e+00
-4.188363731456910544e-01 -1.041290581109320499e+02 1.000000000000000000e+00
-1.104415129581364283e+02 -4.298119069862302410e+01 1.000000000000000000e+00
-7.185496564671846897e+01 -7.724903406475972645e+01 1.000000000000000000e+00
-9.915305671979542979e+01 -4.652346554989086513e+01 1.000000000000000000e+00
-9.347487879133471722e+01 -5.735362687817658411e+01 1.000000000000000000e+00
-6.098239986427515902e+01 -8.368354981130862313e+01 1.000000000000000000e+00
-1.048941761784360267e+02 1.164461498760113400e+01 1.000000000000000000e+00
-5.937011604947981880e+01 -9.614772536123705038e+01 1.000000000000000000e+00
-1.180429946081670778e+02 -9.900965428688769165e+00 1.000000000000000000e+00
1.047834601370955738e+02 5.282429091265794341e+01 1.000000000000000000e+00
-8.296738477697155645e+01 8.390205362876767481e+01 1.000000000000000000e+00
-1.142798909111787680e+02 3.285534498240328283e+00 1.000000000000000000e+00
1.673400760985042979e+01 1.086378484626126522e+02 1.000000000000000000e+00
-1.046926836939814649e+02 -5.195976463260929101e+00 1.000000000000000000e+00
1.112133196368650374e+02 1.716931699342803341e+01 1.000000000000000000e+00
9.953776757167015887e+01 2.958995517853165325e+01 1.000000000000000000e+00
-9.038012058690353001e+01 4.964760094711229499e+01 1.000000000000000000e+00
1.158744541325561705e+00 -1.197146740293182035e+02 1.000000000000000000e+00
8.259359799020865012e+01 -5.644035090975732061e+01 1.000000000000000000e+00
-2.398162378079462798e+01 9.798869530583520771e+01 1.000000000000000000e+00
1.113413946959014709e+02 -3.296623272230871038e+01 1.000000000000000000e+00
6.606790883771971323e+01 9.496278358411301213e+01 1.000000000000000000e+00
3.026995500913772830e+01 -1.050168654395664163e+02 1.000000000000000000e+00
1.027836923418613537e+02 -2.266899832604546816e+01 1.000000000000000000e+00
7.156685741479888918e+01 8.260108295368803510e+01 1.000000000000000000e+00
-1.034989948018342858e+02 3.232425259974033338e+01 1.000000000000000000e+00
9.757371147545885037e+01 -3.732588113428336385e+01 1.000000000000000000e+00
1.135785428641223120e+02 3.417957933485985222e+01 1.000000000000000000e+00
7.929733974528340923e+01 8.741009134907908162e+01 1.000000000000000000e+00
-5.695331474986355857e+01 -8.538864622969842344e+01 1.000000000000000000e+00
1.786193452563415747e+02 1.532449780879654213e+02 -1.000000000000000000e+00
1.784279827348868253e+02 -1.467702525486559750e+02 -1.000000000000000000e+00
1.788001933278422939e+02 -1.315312158763910588e+02 -1.000000000000000000e+00
1.955068754272374179e+02 7.564369536227962953e+01 -1.000000000000000000e+00
1.336990059957151118e+02 -1.541985379854549478e+02 -1.000000000000000000e+00
-2.011236488175755994e+02 6.642897228577768942e+01 -1.000000000000000000e+00
-2.364308040738738441e+02 1.811202493077654196e+01 -1.000000000000000000e+00
6.206269156208129090e+01 2.043920484796845756e+02 -1.000000000000000000e+00
-1.760834979136014624e+02 -9.852533005870964189e+01 -1.000000000000000000e+00
